change_shpt,cost,customer_ID,policy,policy_change,time_diff
0,739,38833,2,0,21
0,578,38835,1,0,2
0,692,38837,1,0,0
0,669,287681,3,0,5
0,692,287683,3,0,22
0,676,38849,4,0,6
2,646,287677,4,1,7
2,589,287663,2,1,17
0,658,287665,3,0,1
0,638,38859,4,0,0
0,704,287669,2,0,0
0,627,287657,1,0,22
0,609,38801,2,0,3
0,576,38805,3,0,3
0,684,287659,2,0,1
0,615,287649,3,0,6
0,618,38809,1,0,23
0,630,38807,3,0,0
0,677,287653,1,0,23
0,589,38817,1,0,0
0,608,287639,3,0,0
0,631,287645,3,0,0
0,586,287643,2,0,0
0,715,287633,1,0,3
3,632,38825,2,1,23
0,607,38823,3,0,21
0,711,287637,3,0,2
2,613,38653,2,1,2
0,670,38649,1,0,2
0,648,287499,2,0,1
0,687,38645,1,0,22
0,636,38639,3,0,1
0,629,287497,3,0,5
0,647,38641,1,0,3
0,692,38667,2,0,23
0,713,287477,1,0,0
0,601,38669,1,0,5
0,644,287473,1,0,23
0,665,38665,1,0,22
0,607,287479,2,0,0
0,621,287481,1,0,21
0,601,38657,1,0,21
0,641,38621,2,0,1
0,589,287459,2,0,5
0,579,38619,1,0,18
0,606,287457,1,0,2
0,585,38617,3,0,0
0,661,38611,2,0,0
0,661,287465,2,0,6
0,623,38607,2,0,0
7,586,38637,1,1,1
3,632,287443,3,1,0
0,602,38633,2,0,4
6,737,38629,3,1,1
0,718,287451,1,0,23
0,634,38627,1,0,23
0,525,287449,1,0,22
0,683,287447,4,0,3
0,642,38623,1,0,13
0,708,287551,1,0,0
0,672,287555,2,0,7
0,619,287563,2,0,1
0,659,38727,1,0,1
0,598,287537,3,0,3
0,569,287541,1,0,18
0,704,287543,4,0,0
0,604,287545,1,0,1
0,627,38721,3,0,0
0,711,287549,3,0,0
0,750,287525,1,0,6
0,664,38685,1,0,22
2,653,38683,3,1,0
0,749,287529,4,0,2
0,700,38673,1,0,2
0,637,287527,3,0,2
0,674,287531,1,0,1
0,672,38675,2,0,19
0,693,287505,3,0,0
0,583,287503,2,0,0
0,673,38699,1,0,1
0,625,38693,3,0,0
0,693,287515,2,0,0
0,674,38691,3,0,2
6,718,287357,2,1,4
0,685,38533,1,0,0
0,673,287355,1,0,0
0,671,287351,4,0,4
0,614,38527,3,0,1
0,666,287347,1,0,0
0,568,38539,1,0,23
0,612,287345,2,0,6
0,653,287343,3,0,1
0,660,38535,1,0,0
0,619,38517,1,0,22
0,689,287367,4,0,1
2,616,38525,2,1,1
0,579,287363,1,0,5
0,638,38523,1,0,0
0,615,287361,3,0,1
0,618,287359,2,0,0
0,597,38519,1,0,1
3,714,38499,2,1,0
0,673,287325,1,0,21
0,642,38501,3,0,3
0,590,287319,1,0,0
0,631,38495,1,0,0
0,668,287315,1,0,2
0,723,287317,1,0,2
0,566,38509,3,0,22
0,655,287313,1,0,19
3,718,38505,3,1,0
0,630,287341,3,0,0
0,719,38485,2,0,1
0,579,287331,2,0,0
0,624,38491,4,0,0
0,701,38493,2,0,23
0,640,38489,1,0,21
0,641,38593,1,0,0
0,667,287415,2,0,3
0,781,38591,1,0,23
0,621,287421,3,0,2
0,683,38597,2,0,23
0,644,287419,1,0,0
0,667,287407,1,0,0
0,692,287413,3,0,0
0,678,38605,2,0,0
0,605,38603,3,0,21
0,595,287433,3,0,3
0,711,287431,2,0,21
0,618,38575,2,0,0
0,668,38581,3,0,17
0,633,287435,1,0,3
0,619,287425,1,0,23
0,677,287429,1,0,0
0,657,38589,3,0,5
0,568,38587,1,0,0
0,628,287383,3,0,0
0,618,287385,4,0,21
0,647,38565,1,0,0
0,634,287375,2,0,1
0,688,38567,1,0,0
0,653,287381,3,0,21
0,671,38573,2,0,0
0,717,38545,1,0,21
0,663,38547,2,0,0
0,569,287391,3,0,5
0,608,38551,3,0,4
0,712,287393,1,0,1
0,712,287395,2,0,0
0,651,38555,4,0,6
0,581,38557,3,0,0
0,651,287217,1,0,20
0,598,287215,1,0,6
0,605,287225,3,0,5
0,602,38399,2,0,23
0,607,287237,3,0,1
0,678,38397,2,0,1
0,707,287235,1,0,23
0,644,38395,3,0,0
0,676,287233,2,0,0
0,586,38393,1,0,1
0,605,287231,2,0,1
0,658,38391,1,0,0
0,655,287245,3,0,0
0,647,287187,3,0,1
0,618,287189,1,0,0
0,708,287195,1,0,1
0,588,287191,1,0,4
0,560,287203,1,0,0
0,690,287205,2,0,21
0,555,287199,2,0,0
0,664,38355,1,0,0
0,637,287209,3,0,0
0,674,38353,3,0,0
0,619,38471,2,0,1
0,601,287285,3,0,0
0,661,38477,3,0,23
0,599,38465,3,0,1
0,700,287287,1,0,1
0,628,38463,2,0,0
0,640,38469,1,0,17
0,699,287291,3,0,4
0,610,38467,1,0,0
0,604,287297,4,0,3
0,671,287301,2,0,1
0,573,38461,1,0,0
0,628,287299,1,0,3
0,599,38459,1,0,3
0,579,287305,2,0,1
0,700,38449,1,0,3
0,655,38447,4,0,21
0,664,38453,2,0,20
0,716,38451,3,0,0
0,657,287247,1,0,1
0,621,287249,3,0,4
0,591,38441,3,0,0
0,648,287251,3,0,0
0,615,38443,1,0,0
0,622,38445,2,0,0
2,696,38433,1,1,4
0,717,287261,3,0,4
0,712,287263,4,0,0
0,592,287267,3,0,0
0,640,38429,2,0,2
0,671,287271,3,0,0
0,680,38415,1,0,2
0,693,287821,3,0,0
0,625,287819,3,0,23
0,692,45117,3,0,2
0,721,287809,3,0,2
0,642,45113,3,0,1
0,586,287805,2,0,1
0,668,45125,3,0,23
0,706,287801,1,0,0
0,590,45121,3,0,21
0,651,45133,3,0,0
0,703,287793,1,0,0
0,607,45127,1,0,0
0,618,287789,3,0,0
8,578,45077,1,1,4
0,619,287783,3,0,1
0,668,45073,1,0,0
0,621,287779,2,0,20
0,586,287781,3,0,1
0,594,287775,4,0,0
0,617,45079,2,0,16
0,710,287771,3,0,1
0,640,45091,2,0,0
0,634,287769,3,0,22
0,693,45097,2,0,23
0,658,287753,3,0,3
0,619,45041,2,0,4
0,644,45039,3,0,0
0,749,45045,2,0,0
0,617,287743,2,0,22
0,631,287737,2,0,0
0,588,45055,2,0,1
0,643,45059,2,0,2
0,674,287727,2,0,0
0,644,45063,1,0,22
0,642,287733,1,0,0
0,659,45067,3,0,1
0,680,287723,3,0,0
0,599,45013,3,0,1
0,685,287711,3,0,0
0,620,45015,2,0,0
0,625,45017,3,0,23
2,651,45021,1,1,0
0,675,45023,3,0,5
0,682,45027,1,0,0
0,592,45029,2,0,0
0,612,287699,2,0,0
0,617,287701,3,0,2
0,666,287941,3,0,2
0,610,287939,2,0,1
0,565,45243,1,0,0
0,597,45241,3,0,21
0,640,45239,1,0,0
0,649,45235,3,0,19
0,665,287945,4,0,22
0,637,45233,4,0,0
0,699,45261,4,0,0
0,743,287923,1,0,2
0,581,287919,1,0,19
0,628,45253,2,0,3
0,646,45251,3,0,6
0,667,45249,4,0,3
0,652,287907,4,0,4
0,544,45211,3,0,1
0,610,287909,2,0,2
3,638,45207,3,1,1
0,617,287905,3,0,1
0,650,287915,3,0,20
0,688,45205,1,0,0
0,541,287911,1,0,0
0,587,287893,3,0,1
0,623,287887,2,0,0
0,562,45225,3,0,0
0,619,287901,3,0,16
0,597,287895,3,0,0
0,583,45215,2,0,0
0,666,287897,2,0,20
0,588,45175,3,0,1
0,584,287877,1,0,3
7,640,287875,2,1,4
0,618,45179,3,0,0
0,605,287883,1,0,0
0,635,287857,1,0,22
0,628,45193,3,0,0
0,636,45197,3,0,0
0,681,287859,1,0,0
0,594,45195,2,0,19
0,642,287863,2,0,3
0,622,287869,3,0,0
0,560,287867,1,0,1
0,681,287839,2,0,0
0,678,287841,1,0,23
0,631,45145,3,0,1
0,575,287845,1,0,0
0,673,45149,1,0,3
3,700,287847,3,1,22
0,718,287851,1,0,23
3,641,45139,1,1,0
0,658,287823,4,0,2
0,655,45159,2,0,0
0,693,287827,3,0,0
0,665,287829,2,0,23
0,681,287831,1,0,20
0,659,45151,2,0,20
0,561,45153,1,0,21
0,634,45155,2,0,2
0,642,45157,2,0,23
0,597,288059,2,0,21
2,583,288055,1,1,0
0,690,288057,1,0,1
0,638,45377,3,0,2
0,610,45387,1,0,0
0,642,288053,3,0,1
0,589,45385,1,0,20
0,601,288075,2,0,23
0,588,288077,4,0,1
0,613,288071,3,0,22
0,554,288073,1,0,20
0,686,45361,1,0,0
0,601,288067,3,0,0
0,630,45371,2,0,1
0,642,288065,3,0,1
0,666,45369,4,0,21
0,653,288029,3,0,0
0,702,45349,3,0,0
0,676,288027,3,0,4
0,686,288025,3,0,2
0,602,45345,1,0,22
0,652,288023,1,0,0
0,616,45357,1,0,8
0,642,45355,4,0,0
0,628,45353,3,0,3
0,684,45333,3,0,0
0,593,288041,2,0,21
0,619,288039,2,0,2
0,612,288033,4,0,1
0,610,287991,3,0,0
0,695,45311,4,0,0
3,633,287993,1,1,0
0,628,287995,3,0,3
0,564,45315,1,0,20
0,609,45317,3,0,0
0,582,287983,2,0,18
0,692,45319,3,0,4
0,672,287985,4,0,0
0,615,287989,4,0,0
0,622,45325,1,0,0
0,663,288007,3,0,0
3,691,45301,1,1,0
0,692,287999,3,0,2
0,632,45303,2,0,22
0,688,288001,3,0,0
0,638,45305,1,0,5
0,700,288003,3,0,0
0,570,45307,3,0,0
0,646,288005,3,0,6
0,611,45309,1,0,0
0,562,287961,1,0,0
0,546,287959,2,0,16
0,662,287965,2,0,0
0,653,287963,3,0,1
0,704,287953,3,0,1
0,616,45289,1,0,20
0,711,287955,4,0,0
0,660,287979,3,0,4
0,638,287969,2,0,0
0,659,45273,2,0,0
0,585,287973,1,0,1
0,647,45275,2,0,0
0,634,288179,2,0,21
0,643,45515,3,0,0
0,556,288181,1,0,2
0,626,45511,3,0,6
0,601,288187,1,0,19
0,629,288189,1,0,0
0,604,45509,1,0,5
0,641,288183,1,0,5
0,621,288195,1,0,0
0,646,288191,3,0,5
0,672,45491,3,0,23
0,585,288205,1,0,23
0,657,45493,3,0,4
0,629,288201,3,0,5
0,628,288147,4,0,21
0,650,288145,3,0,20
0,662,45481,1,0,2
0,602,288143,3,0,2
0,719,45479,2,0,0
0,594,45477,3,0,23
0,584,288153,3,0,18
0,617,288151,3,0,22
0,571,45471,1,0,1
0,658,288165,1,0,19
0,643,288163,1,0,23
6,628,288161,1,1,0
0,627,288159,1,0,20
0,753,288171,3,0,18
0,655,288167,3,0,1
0,614,45455,2,0,23
0,687,288113,3,0,0
0,635,45449,2,0,5
0,613,288117,1,0,0
0,615,45453,3,0,6
0,584,288119,3,0,1
0,669,45439,2,0,0
0,657,288123,2,0,4
0,646,45443,3,0,0
0,672,288127,3,0,0
0,617,45435,2,0,1
0,618,288133,3,0,0
0,667,45417,3,0,0
0,617,288089,2,0,3
0,682,288093,2,0,3
0,678,45413,1,0,23
0,694,288091,3,0,0
0,607,45411,1,0,0
0,656,288097,3,0,0
0,674,45405,3,0,1
0,668,45403,3,0,0
9,645,288105,1,1,0
0,727,288103,2,0,21
0,663,45397,3,0,1
0,648,288107,2,0,0
0,648,45395,3,0,20
0,722,45583,1,0,0
0,703,45585,3,0,19
0,694,45587,3,0,23
0,650,288289,2,0,0
0,585,45593,1,0,21
0,654,45595,3,0,19
0,549,45597,1,0,0
0,574,288279,1,0,2
0,621,288281,1,0,18
0,595,45603,1,0,0
0,633,288285,2,0,2
0,630,45607,1,0,2
0,609,288275,2,0,0
5,652,288277,2,1,1
0,631,288329,3,0,0
0,639,288327,3,0,0
0,630,45615,1,0,0
3,573,45621,1,1,19
0,551,288331,3,0,1
0,616,45623,3,0,0
0,674,288325,3,0,1
0,580,288323,1,0,1
0,586,288313,3,0,1
4,622,288311,1,1,19
0,671,45637,3,0,23
0,631,288305,1,0,1
0,591,288303,1,0,21
0,650,45639,3,0,1
0,576,45645,1,0,0
0,612,288307,2,0,0
0,626,45643,3,0,1
0,656,288237,1,0,0
0,610,45519,1,0,0
0,675,288233,3,0,3
0,655,288227,3,0,19
0,631,45533,3,0,2
0,628,288223,4,0,1
0,623,45529,1,0,1
0,592,288219,2,0,0
0,637,45539,1,0,16
2,681,288217,3,1,4
0,648,288211,3,0,6
0,679,45549,3,0,0
0,653,288207,3,0,0
0,736,45555,2,0,0
9,712,45553,3,1,21
0,630,45551,1,0,23
0,611,45565,2,0,4
0,558,288259,1,0,21
0,617,45573,4,0,0
0,621,288251,1,0,6
0,617,45571,2,0,0
0,626,288249,1,0,0
0,659,45569,2,0,5
0,557,288247,1,0,4
0,649,45581,2,0,5
0,635,288243,3,0,19
0,691,45579,3,0,0
0,597,288241,4,0,0
0,583,288239,1,0,0
0,604,45575,3,0,17
0,628,288415,2,0,1
0,634,45721,2,0,3
0,624,288419,2,0,19
10,661,288421,3,1,3
0,688,288423,3,0,3
0,702,45711,1,0,0
0,609,45713,2,0,0
0,619,45715,1,0,4
0,679,288429,3,0,22
0,665,45717,3,0,23
0,632,45735,1,0,0
0,633,288401,1,0,2
0,622,45737,2,0,3
0,682,288403,1,0,20
0,600,288405,4,0,0
0,611,45727,3,0,23
0,654,288411,3,0,1
0,626,45751,3,0,0
0,653,45757,3,0,2
0,650,45755,3,0,1
0,648,288455,1,0,20
0,524,45749,1,0,1
0,614,288431,2,0,22
3,573,45767,1,1,0
0,632,288435,2,0,3
0,640,45771,1,0,23
0,581,45761,2,0,23
0,545,288443,1,0,0
0,594,45659,4,0,0
0,694,288357,2,0,7
0,570,288351,1,0,0
0,592,45655,3,0,3
0,673,45651,3,0,5
0,602,288365,2,0,3
0,636,45653,2,0,1
0,614,45647,1,0,0
0,664,288361,3,0,21
0,707,45649,2,0,0
3,618,288339,2,1,19
0,622,288341,3,0,23
0,662,45677,2,0,0
0,645,288335,3,0,6
0,602,288337,3,0,2
0,636,288347,1,0,1
0,663,288343,1,0,20
0,639,45693,2,0,1
0,588,288387,1,0,7
0,647,288383,3,0,22
0,622,288397,1,0,0
0,641,288395,1,0,1
0,682,288391,1,0,0
0,703,45679,1,0,22
0,599,288373,1,0,0
0,642,45709,1,0,18
0,672,288371,3,0,16
0,609,45707,2,0,0
0,661,288381,1,0,0
0,615,288377,1,0,0
0,733,288537,1,0,1
0,626,45857,4,0,1
0,656,45861,1,0,0
0,661,45859,1,0,0
0,676,288527,2,0,1
0,650,45869,1,0,22
0,672,45867,2,0,3
0,683,288545,1,0,19
0,670,288549,2,0,0
0,619,45887,3,0,0
2,589,288571,3,1,2
0,660,45893,3,0,2
0,672,45895,1,0,2
0,612,288565,2,0,0
0,595,45901,1,0,0
0,550,288585,1,0,20
0,643,45873,3,0,0
0,615,45875,1,0,8
5,657,288589,3,1,4
0,700,45877,1,0,0
0,693,288575,3,0,0
6,606,45879,3,1,1
0,653,45883,2,0,16
5,616,45797,3,1,2
0,651,288475,2,0,0
0,649,45795,3,0,22
0,661,288473,3,0,2
0,599,45793,2,0,0
0,591,288471,1,0,4
0,586,288467,2,0,18
0,711,45803,3,0,0
5,690,288465,3,1,21
0,609,45801,3,0,22
0,627,288463,1,0,5
0,614,288493,3,0,2
0,645,45781,2,0,21
0,636,288491,3,0,2
0,643,45777,2,0,4
0,612,288485,3,0,0
0,616,288481,3,0,19
0,673,288479,3,0,23
0,621,288509,1,0,0
0,672,45825,3,0,0
0,660,45835,1,0,1
0,557,45831,1,0,0
0,615,288497,3,0,3
0,681,288523,1,0,0
0,669,288525,3,0,4
0,607,45813,3,0,0
0,581,288519,2,0,4
0,625,288515,3,0,21
0,642,45817,2,0,0
0,608,288657,1,0,0
0,629,45993,1,0,21
0,698,288655,3,0,0
0,691,45991,1,0,1
0,678,45995,1,0,0
0,665,288665,1,0,0
0,527,45985,1,0,20
0,745,288663,3,0,0
0,640,288669,3,0,23
0,748,288667,3,0,0
0,635,45987,1,0,1
0,564,288673,1,0,0
0,731,288671,2,0,0
0,574,288677,3,0,0
0,537,45981,1,0,23
0,640,45969,3,0,22
0,584,288679,3,0,2
0,597,45973,1,0,2
0,690,46023,1,0,2
0,657,46025,3,0,0
2,676,288691,3,1,2
0,626,46027,3,0,20
0,590,46029,1,0,18
0,618,46015,2,0,0
0,678,46017,2,0,0
0,679,288699,1,0,3
2,582,46019,3,1,0
0,611,46021,2,0,0
0,573,288709,2,0,0
0,611,46013,2,0,1
3,562,45999,1,1,5
4,647,288713,3,1,4
0,641,288715,1,0,23
0,768,46003,1,0,0
0,651,288597,3,0,6
0,655,288595,3,0,1
0,589,288593,1,0,0
0,659,288591,3,0,1
0,649,288605,3,0,0
0,621,45923,3,0,23
8,691,288601,1,1,3
0,645,45921,3,0,23
0,589,45919,1,0,23
0,625,45917,4,0,4
0,659,45913,3,0,0
0,665,288621,1,0,0
0,609,45909,2,0,0
0,675,45907,1,0,0
0,660,288615,1,0,0
0,656,288629,3,0,1
0,670,45965,3,0,7
0,666,288623,1,0,20
0,652,288635,3,0,2
0,674,45957,3,0,3
0,646,288643,3,0,1
0,641,45947,2,0,2
0,613,45949,2,0,21
0,643,288641,2,0,2
12,633,288651,1,1,23
0,664,288653,3,0,1
0,642,45941,3,0,4
0,635,288647,1,0,0
0,663,45937,3,0,0
0,680,288769,3,0,0
0,692,288767,2,0,22
0,646,44023,2,0,0
0,647,44029,3,0,5
0,605,288775,1,0,23
0,586,44015,2,0,18
0,597,44021,1,0,19
0,712,288779,3,0,16
0,617,44019,4,0,0
0,659,288753,1,0,0
0,588,44041,2,0,0
0,605,288751,3,0,2
0,688,288757,2,0,1
0,632,44045,1,0,2
0,595,288755,2,0,22
0,682,44043,3,0,1
0,654,288761,1,0,1
4,695,44031,3,1,1
0,655,288765,2,0,0
0,607,44037,2,0,5
0,603,288763,2,0,0
0,586,44035,1,0,1
0,642,43991,3,0,0
0,678,288739,4,0,1
0,596,288741,1,0,0
0,601,43997,2,0,1
0,705,288743,4,0,5
0,626,288747,2,0,0
0,705,43987,2,0,1
0,687,288719,1,0,1
7,650,288721,2,1,23
0,725,288725,3,0,21
0,599,44013,3,0,7
0,631,44001,3,0,1
0,635,44005,3,0,0
0,611,44093,2,0,2
0,610,288835,2,0,0
5,707,288833,3,1,2
0,630,288831,4,0,1
0,621,288845,3,0,6
0,658,44085,3,0,17
2,634,288841,3,1,0
0,590,44079,1,0,0
0,624,288821,1,0,5
0,601,44109,2,0,0
0,667,288815,1,0,21
0,602,44101,3,0,6
0,661,288827,3,0,5
0,579,288823,1,0,19
0,682,44095,3,0,1
0,623,288803,3,0,20
0,603,44059,1,0,1
0,666,288805,2,0,1
0,616,44061,2,0,20
0,642,288813,3,0,0
0,661,288807,4,0,0
0,620,44047,3,0,0
0,602,44075,1,0,0
0,626,288783,3,0,5
0,718,44073,3,0,22
0,785,288795,1,0,0
0,665,288797,2,0,0
0,645,44065,1,0,1
0,620,288905,1,0,4
0,628,44145,3,0,0
0,714,288903,1,0,0
5,689,44143,3,1,0
0,634,44147,3,0,4
0,617,44153,3,0,17
0,658,288895,4,0,0
0,641,44157,2,0,20
0,586,288889,4,0,21
0,699,288887,1,0,22
0,595,44159,2,0,3
0,607,288893,2,0,0
0,704,44165,3,0,2
0,655,288881,2,0,1
0,616,44169,1,0,20
0,640,44173,1,0,21
0,626,288871,2,0,23
0,596,288873,2,0,0
0,720,44113,3,0,4
0,580,288875,3,0,19
0,664,288877,3,0,19
0,592,44117,3,0,0
0,643,288863,4,0,22
0,678,44121,2,0,5
0,677,44123,1,0,1
0,652,288869,3,0,1
0,654,44127,3,0,0
0,643,288857,1,0,22
2,606,288859,2,1,0
0,653,288861,3,0,20
0,635,44133,3,0,0
0,631,288847,3,0,4
0,652,44135,2,0,0
0,653,288849,2,0,5
0,594,44137,3,0,23
0,595,288851,1,0,20
0,631,288969,3,0,23
0,695,288965,1,0,2
0,553,44217,1,0,0
0,616,288959,1,0,20
0,623,288957,3,0,1
0,677,288953,3,0,18
0,641,44225,2,0,1
0,644,44223,3,0,0
0,577,44233,2,0,0
0,657,44231,2,0,21
0,660,44181,3,0,0
0,659,44175,2,0,3
0,634,288931,2,0,0
0,616,44187,3,0,0
0,645,288933,3,0,17
0,616,288927,3,0,0
0,636,44183,3,0,2
0,573,288925,2,0,1
0,632,44197,2,0,21
0,571,44191,1,0,0
0,611,44205,2,0,0
0,671,44201,3,0,6
0,684,289007,4,0,1
0,657,44295,1,0,21
0,629,289009,3,0,2
2,619,44297,3,1,7
0,600,289017,3,0,22
0,646,44289,2,0,3
0,593,289019,1,0,2
0,686,44291,3,0,20
0,667,289021,1,0,0
0,602,44293,1,0,0
3,632,289027,2,1,1
0,741,44283,1,0,3
0,765,289029,1,0,2
0,590,44271,1,0,5
0,669,44273,1,0,19
0,670,289037,2,0,1
0,637,44265,1,0,0
0,725,44267,2,0,0
0,602,288985,2,0,0
0,609,44259,2,0,0
0,684,288993,2,0,0
0,751,44249,1,0,0
0,623,288997,2,0,1
0,608,288995,3,0,5
0,652,44251,3,0,18
0,582,289001,3,0,20
0,600,44241,2,0,0
0,652,288999,2,0,0
0,718,289005,3,0,3
0,697,44245,2,0,0
0,668,44243,3,0,1
0,650,44363,3,0,2
0,725,289071,1,0,1
0,683,289073,1,0,2
0,653,44355,1,0,16
0,607,44351,1,0,0
0,606,289081,1,0,0
0,622,44353,3,0,4
0,671,289091,3,0,3
0,571,44347,2,0,6
0,643,289093,2,0,0
0,664,44349,3,0,5
0,644,289087,3,0,2
0,580,289089,1,0,0
0,659,44339,3,0,2
2,642,44341,3,1,22
0,581,44337,1,0,2
0,608,44333,1,0,0
2,615,44331,3,1,0
0,656,289041,1,0,2
0,694,44323,4,0,0
0,654,289049,1,0,0
0,732,44317,3,0,22
0,587,289059,4,0,1
0,647,44315,1,0,8
0,642,289055,1,0,1
0,641,289065,1,0,0
0,581,44305,1,0,22
0,643,289143,3,0,0
0,664,44417,1,0,18
0,722,289147,2,0,22
0,612,289135,4,0,2
0,701,44423,3,0,22
0,681,289137,3,0,0
0,634,44425,2,0,1
0,635,289141,2,0,2
0,608,44429,2,0,0
0,671,289159,3,0,0
0,655,44399,3,0,0
0,685,289163,1,0,0
0,586,44405,3,0,20
0,645,289151,3,0,20
0,628,44407,3,0,5
0,646,44409,2,0,0
0,614,44413,2,0,0
0,628,289111,2,0,23
0,730,289117,3,0,1
0,671,44389,2,0,2
0,653,289105,3,0,19
0,608,44393,2,0,5
0,571,289133,1,0,1
0,607,289131,3,0,0
0,661,289119,3,0,5
0,654,289125,1,0,1
0,688,289211,1,0,23
0,580,44483,1,0,21
0,607,289213,3,0,0
0,643,44485,3,0,0
0,662,289207,3,0,19
2,585,289209,1,1,2
0,665,289205,1,0,5
0,712,44487,3,0,0
0,612,44489,2,0,3
0,616,289227,1,0,21
0,550,289229,1,0,0
10,608,289219,1,1,0
0,659,289181,3,0,21
0,700,44453,1,0,0
0,663,289179,2,0,1
0,723,289177,2,0,1
0,677,44449,1,0,0
0,601,289175,2,0,23
0,584,289173,2,0,0
0,682,44457,3,0,0
0,612,289197,1,0,1
0,584,44435,2,0,0
0,625,44431,2,0,0
0,606,289189,1,0,0
2,637,44443,2,1,20
0,616,289183,1,0,1
0,616,44439,3,0,4
0,611,44507,2,0,0
0,578,289253,3,0,1
0,606,289247,2,0,4
0,570,289249,2,0,1
0,666,289259,4,0,0
0,603,289261,2,0,0
0,574,44501,1,0,1
0,637,44495,2,0,23
0,638,44497,3,0,22
0,607,289237,2,0,0
0,676,44525,3,0,22
0,614,289233,3,0,0
0,621,44521,2,0,3
0,652,289245,2,0,0
0,624,44517,3,0,4
0,615,289239,1,0,0
0,599,289283,1,0,0
0,595,44539,3,0,1
0,570,289281,2,0,0
0,674,44537,3,0,1
0,604,289293,1,0,0
0,626,289291,1,0,5
0,659,289289,2,0,0
5,603,44527,3,1,0
0,641,44557,3,0,7
0,643,289267,2,0,0
0,657,44553,3,0,0
2,607,44549,2,1,0
0,665,44547,4,0,1
0,625,44545,1,0,0
0,568,289271,3,0,3
0,710,44543,1,0,0
0,601,44569,3,0,0
3,677,289315,3,1,5
0,581,44571,2,0,1
0,706,44573,3,0,9
0,620,289319,3,0,0
0,693,289321,3,0,1
0,702,44563,3,0,1
0,663,289325,1,0,0
0,609,289295,3,0,0
0,591,44583,1,0,0
0,583,44585,3,0,0
0,655,44587,3,0,1
0,603,44589,3,0,0
0,664,289303,2,0,0
0,620,44575,1,0,0
3,668,44577,2,1,22
0,567,289307,2,0,0
0,676,44579,1,0,0
2,600,289345,2,1,19
0,615,44599,2,0,23
0,656,44605,3,0,1
0,564,289353,1,0,1
0,602,44597,3,0,1
0,540,289355,1,0,0
0,622,44595,1,0,3
0,660,289329,3,0,2
0,724,44617,1,0,0
0,643,289327,2,0,0
0,679,289331,1,0,0
0,653,44619,3,0,0
0,635,44609,1,0,19
0,636,44607,1,0,1
0,668,44627,1,0,3
0,697,44629,3,0,1
0,627,289383,3,0,20
0,721,44623,3,0,22
0,636,44625,3,0,21
5,584,289381,1,1,0
0,636,44641,3,0,0
0,548,44651,1,0,2
0,636,289359,3,0,0
0,615,44661,1,0,1
0,563,289419,1,0,19
0,677,44659,4,0,1
0,678,289415,1,0,1
0,620,44655,2,0,1
0,593,44667,2,0,0
0,620,289409,3,0,4
0,673,44665,4,0,0
0,630,289407,2,0,22
0,656,289405,4,0,22
0,565,289399,1,0,21
0,616,289397,2,0,5
0,630,289395,1,0,0
0,683,44683,3,0,1
0,649,289447,1,0,0
0,657,289449,1,0,1
0,619,289453,1,0,0
3,609,289441,2,1,3
0,626,44697,3,0,3
0,631,44699,1,0,0
6,657,289445,2,1,4
0,692,289431,1,0,21
0,682,289437,3,0,0
0,698,44711,1,0,21
0,706,289425,1,0,20
0,647,44715,1,0,1
0,668,289481,4,0,0
0,611,44721,3,0,0
0,662,44719,3,0,1
0,659,289485,1,0,20
0,663,289483,1,0,5
0,724,289473,1,0,1
0,624,44729,3,0,2
3,621,289477,3,1,6
0,541,44733,3,0,0
0,598,289475,2,0,23
0,653,289465,3,0,0
0,663,289463,3,0,9
4,619,289469,3,1,1
0,689,44739,3,0,1
0,604,289455,2,0,2
0,606,289459,1,0,3
0,620,289493,3,0,0
0,675,289491,3,0,4
0,582,44779,1,0,0
0,618,289489,2,0,0
0,688,44777,1,0,23
2,635,289487,3,1,20
0,565,289499,1,0,0
0,661,289495,3,0,23
0,635,44767,1,0,0
0,678,289507,2,0,0
0,650,44763,2,0,0
0,582,289505,1,0,0
0,624,44753,1,0,19
0,592,289523,2,0,5
0,583,44813,3,0,0
0,598,289519,1,0,2
0,659,44807,3,0,19
0,523,289531,1,0,0
0,644,44803,1,0,0
0,619,44805,3,0,8
3,645,289527,2,1,6
0,597,44799,3,0,4
0,661,44801,3,0,0
0,654,44797,2,0,4
0,585,289535,3,0,5
0,634,44791,1,0,20
0,651,44793,3,0,0
0,620,289547,3,0,20
6,649,44789,3,1,0
0,580,44783,1,0,22
0,663,44785,1,0,1
0,650,44841,3,0,2
0,597,44839,4,0,22
0,603,289557,1,0,0
0,652,44845,3,0,0
0,650,44833,2,0,7
0,608,289559,2,0,23
0,640,44837,3,0,3
0,601,44835,2,0,23
0,643,44825,1,0,0
0,747,44829,1,0,22
0,676,44827,1,0,1
0,605,44817,2,0,0
0,662,289575,1,0,2
0,687,44815,3,0,3
0,699,289585,1,0,5
0,672,44875,4,0,0
0,553,289589,1,0,0
0,622,44865,2,0,3
0,582,289595,2,0,1
0,591,44867,3,0,1
0,598,289597,1,0,20
0,599,44855,2,0,0
0,691,289601,3,0,1
0,656,44859,1,0,2
0,595,289607,1,0,2
0,624,44847,3,0,2
0,618,44849,3,0,0
0,679,44851,4,0,1
0,614,289613,2,0,0
0,626,289629,1,0,23
0,593,44901,1,0,0
0,675,44899,1,0,1
0,629,289625,2,0,1
